Numero Ticket;ItemID;Item;Resumen;Ubicacion;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad
WO0000004132680;160;PANEL DE ALARMAS;REPARACION;ILO - 385000;Zona Norte;NULL;Terminado;2023-06-05;05-06-23;;1
WO0000004132682;160;PANEL DE ALARMAS;REPARACION;ABANCAY - 200000;Zona Norte;NULL;Terminado;2023-06-05;10-06-23;;1
WO0000004132691;160;PANEL DE ALARMAS;REPARACION;ILO - 385000;Zona Norte;NULL;Terminado;2023-06-05;05-06-23;;1
WO0000004132851;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;CONSTRUCTORES - 193005;Zona Centro;Web HD;Rechazado;2023-06-05;15-06-23;;3
WO0000004132911;92;ESCRITORIO;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2023-06-05;19-06-23;19/06/2023;3
WO0000004132940;56;CONTADOR DE BILLETES;REPARAR;NACIONES UNIDAS - 191084;Zona Centro;Web HD;Cerrado;2023-06-05;15-06-23;15/06/2023;3
WO0000004133031;160;PANEL DE ALARMAS;REPARACION;ILO - 385000;Zona Norte;NULL;Terminado;2023-06-05;08-06-23;;1
WO0000004133119;107;FOCO DICROICOS;CAMBIAR;MINI AGENCIA BCP SALAMANCA - 191090;Zona Centro;Web HD;Cerrado;2023-06-05;25-06-23;25/06/2023;3
WO0000004133141;117;IMANTADO;CONFECCIONAR;ABANCAY - 200000;Zona Norte;Web HD;Rechazado;2023-06-05;14-06-23;;3
WO0000004133263;87;ESCALERA;REPARAR;HUAYRUROPATA - 285008;Zona Norte;Web HD;Cerrado;2023-06-05;18-06-23;18/06/2023;3
WO0000004133290;57;CONTADOR DE MONEDAS;REPARAR;EMANCIPACION - 191054;Zona Centro;Web HD;Cerrado;2023-06-05;10-06-23;10/06/2023;3
WO0000004133301;106;FOCO AHORRADOR;CAMBIAR;MINI AGENCIA BCP SALAMANCA - 191090;Zona Centro;Web HD;Cerrado;2023-06-05;25-06-23;25/06/2023;3
WO0000004133318;221;SILLAS;REPARAR;DEL AIRE - 193064;Zona Centro;Web HD;Cerrado;2023-06-05;10-06-23;10/06/2023;3
WO0000004133339;89;ESCALERA CINTA ANTIDESLIZANTE;REPONER;HUAYRUROPATA - 285008;Zona Norte;Web HD;Cerrado;2023-06-05;13-06-23;13/06/2023;3
WO0000004133364;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-05;13-06-23;13/06/2023;3
WO0000004133385;189;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;VENEZUELA - 191026;Zona Centro;Web HD;Cerrado;2023-06-05;18-06-23;18/06/2023;3
WO0000004133419;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-05;13-06-23;13/06/2023;3
WO0000004133543;56;CONTADOR DE BILLETES;REPARAR;ANDAHUAYLAS - 205000;Zona Norte;Web HD;Cerrado;2023-06-05;24-06-23;24/06/2023;3
WO0000004133706;188;PUERTA / MAMPARA;REPARAR;TOQUEPALA - 565000;Zona Norte;Web HD;Cerrado;2023-06-05;25-06-23;25/06/2023;3
WO0000004133781;56;CONTADOR DE BILLETES;REPARAR;QUILLABAMBA - 505000;Zona Norte;Web HD;Cerrado;2023-06-05;17-06-23;17/06/2023;3
WO0000004133819;146;MODULOS;REPARAR;HUAYRUROPATA - 285008;Zona Norte;Web HD;Cerrado;2023-06-05;22-06-23;22/06/2023;3
WO0000004134028;32;CAJA BUZON;REPARAR;PARURO - 191047;Zona Centro;Web HD;Cerrado;2023-06-05;12-06-23;12/06/2023;3
WO0000004134088;249;TOMACORRIENTES;REVISAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2023-06-05;14-06-23;14/06/2023;3
WO0000004134130;189;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;MALA - 255002;Zona Norte;Web HD;Cerrado;2023-06-05;15-06-23;15/06/2023;3
WO0000004134324;160;PANEL DE ALARMAS;REPARACION;DEL AIRE - 193064;Zona Centro;NULL;Terminado;2023-06-05;13-06-23;;1
WO0000004134470;6;ALFOMBRAS;REPARAR;REAL PLAZA CUSCO - 285011;Zona Norte;Web HD;Cerrado;2023-06-05;26-06-23;26/06/2023;3
WO0000004134504;137;LOCKER;REPARAR;REAL PLAZA CUSCO - 285011;Zona Norte;Web HD;Cerrado;2023-06-05;19-06-23;19/06/2023;3
WO0000004134512;92;ESCRITORIO;REPONER VIDRIO;REAL PLAZA CUSCO - 285011;Zona Norte;Web HD;Cerrado;2023-06-05;17-06-23;17/06/2023;3
WO0000004134633;194;PUERTA/MAMPARA MANIJA;REPARAR;NACIONES UNIDAS - 191084;Zona Centro;Web HD;Cerrado;2023-06-05;13-06-23;13/06/2023;3
WO0000004134700;136;LLAVE SHUNT;REPARAR;LAS MALVINAS - 191076;Zona Centro;Web HD;Cerrado;2023-06-05;14-06-23;14/06/2023;3
WO0000004134960;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2023-06-05;24-06-23;;3
WO0000004135141;253;TV;REPARAR;LA ENSENADA - 191149;Zona Centro;Web HD;Cerrado;2023-06-05;19-06-23;19/06/2023;2
WO0000004135194;111;GRIFERIA;REVISAR;GRAU (LIMA) - 191005;Zona Centro;Web HD;Cerrado;2023-06-05;21-06-23;21/06/2023;3
WO0000004135276;89;ESCALERA CINTA ANTIDESLIZANTE;REPONER;HUAYCAN - 191085;Zona Centro;Web HD;Cerrado;2023-06-05;19-06-23;19/06/2023;3
WO0000004135285;221;SILLAS;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Cerrado;2023-06-05;10-06-23;10/06/2023;3
WO0000004135375;117;IMANTADO;CONFECCIONAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Cerrado;2023-06-05;08-06-23;08/06/2023;3
WO0000004135442;130;LAVATORIO;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2023-06-05;06-06-23;06/06/2023;3
WO0000004135467;154;OFICINA;DESRATIZAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2023-06-05;05-07-23;05/07/2023;3
WO0000004135485;163;PARED;RESANAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-05;27-06-23;27/06/2023;3
WO0000004135514;111;GRIFERIA;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2023-06-05;06-06-23;06/06/2023;3
WO0000004135570;54;COMEDOR MOBILIARIO;REPARAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-05;15-06-23;15/06/2023;3
WO0000004135576;92;ESCRITORIO;LIMPIAR;CENTRO CIVICO - 191105;Zona Centro;Web HD;Cerrado;2023-06-05;13-06-23;13/06/2023;3
WO0000004135595;42;CAJONERA  CERRADURA;REEMPLAZAR;LA MERCED (AREQUIPA) - 215003;Zona Norte;Web HD;Cerrado;2023-06-05;12-06-23;12/06/2023;3
WO0000004135663;251;TUBERIA DE AGUA;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2023-06-05;27-06-23;27/06/2023;3
WO0000004135740;231;STICKER;REPONER;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2023-06-05;11-06-23;11/06/2023;3
WO0000004135751;56;CONTADOR DE BILLETES;REPARAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2023-06-05;14-06-23;14/06/2023;3
WO0000004135812;5;AIRE ACONDICIONADO;REPARAR;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2023-06-05;10-06-23;10/06/2023;3
WO0000004135824;221;SILLAS;ORDENAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-05;05-06-23;05/06/2023;3
WO0000004136028;56;CONTADOR DE BILLETES;REPARAR;VITARTE - 191043;Zona Centro;Web HD;Cerrado;2023-06-05;20-06-23;20/06/2023;3
WO0000004136046;73;DISPENSADOR DE AGUA;LIMPIAR;MALA - 255002;Zona Norte;Web HD;Cerrado;2023-06-05;11-06-23;11/06/2023;3
WO0000004136981;249;TOMACORRIENTES;REVISAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2023-06-06;20-06-23;20/06/2023;3
WO0000004137254;54;COMEDOR MOBILIARIO;REPARAR;LOS RUISEÑORES - 191115;Zona Centro;Web HD;Cerrado;2023-06-06;12-06-23;12/06/2023;3
WO0000004137282;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-06;08-06-23;08/06/2023;3
WO0000004137284;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-06;11-06-23;11/06/2023;3
WO0000004137354;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-06;11-06-23;11/06/2023;3
WO0000004137392;136;LLAVE SHUNT;REPARAR;PLAZA SAN MARTIN - 191004;Zona Centro;Web HD;Cerrado;2023-06-06;07-06-23;07/06/2023;3
WO0000004137553;189;PUERTA / MAMPARA  CERRADURA;DUPLICADO DE LLAVE;TUPAC AMARU - 191038;Zona Centro;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004137616;57;CONTADOR DE MONEDAS;REPARAR;JAUREGUI - 405005;Zona Norte;Web HD;Cerrado;2023-06-06;12-06-23;12/06/2023;3
WO0000004137703;11;ARMARIO CERRADURA;REEMPLAZAR;IMPERIAL - 255001;Zona Norte;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004137759;30;CABLEADO;ORDENAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004137795;56;CONTADOR DE BILLETES;REPARAR;CAYMA - 215002;Zona Norte;Web HD;Rechazado;2023-06-06;07-06-23;;3
WO0000004137907;160;PANEL DE ALARMAS;REPARACION;DEL AIRE - 193064;Zona Centro;NULL;Terminado;2023-06-06;08-06-23;;1
WO0000004137913;123;INODOROS;REVISAR;RAUL FERRERO - 193012;Zona Centro;Web HD;Cerrado;2023-06-06;17-06-23;17/06/2023;3
WO0000004137937;160;PANEL DE ALARMAS;REPARACION;ILO - 385000;Zona Norte;NULL;Terminado;2023-06-06;10-06-23;;1
WO0000004137953;199;PUNTO / CABLE DE RED;REVISAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2023-06-06;07-06-23;07/06/2023;3
WO0000004137964;144;MESAS;LIMPIAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004138089;5;AIRE ACONDICIONADO;REPARAR;TACNA - 540000;Zona Norte;Web HD;Rechazado;2023-06-06;13-06-23;;3
WO0000004138146;188;PUERTA / MAMPARA;REPARAR;TACNA - 540000;Zona Norte;Web HD;Cerrado;2023-06-06;21-06-23;21/06/2023;3
WO0000004138163;57;CONTADOR DE MONEDAS;REPARAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2023-06-06;11-06-23;11/06/2023;3
WO0000004138196;253;TV;REPARAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2023-06-06;10-06-23;10/06/2023;2
WO0000004138294;108;FOCO FLOURESCENTES;CAMBIAR;BARRIO CHINO - 191165;Zona Centro;Web HD;Cerrado;2023-06-06;22-06-23;22/06/2023;3
WO0000004138313;226;SISTEMA DE AUDIO;REPARAR;BARRIO CHINO - 191165;Zona Centro;Web HD;Rechazado;2023-06-06;25-06-23;;3
WO0000004138332;188;PUERTA / MAMPARA;REPARAR;LAS ALONDRAS - 191044;Zona Centro;Web HD;Cerrado;2023-06-06;18-06-23;18/06/2023;3
WO0000004138366;19;BANDERAS;INSTALAR;PLAZA SAN MARTIN - 191004;Zona Centro;Web HD;Rechazado;2023-06-06;15-06-23;;3
WO0000004138711;255;UPS / ESTABILIZADOR;REVISAR;PUERTO MALDONADO - 485000;Zona Norte;Web HD;Cerrado;2023-06-06;27-06-23;27/06/2023;3
WO0000004138725;30;CABLEADO;ORDENAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004138760;117;IMANTADO;CONFECCIONAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Cerrado;2023-06-06;08-06-23;08/06/2023;3
WO0000004138828;5;AIRE ACONDICIONADO;REPARAR;PISCO - 470000;Zona Norte;Web HD;Cerrado;2023-06-06;10-06-23;10/06/2023;3
WO0000004139148;21;BOMBAS DE AGUA;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2023-06-06;14-06-23;14/06/2023;3
WO0000004139195;172;PISOS PORCELANATO;RESANAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-06;17-06-23;17/06/2023;3
WO0000004139248;188;PUERTA / MAMPARA;REPARAR;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Cerrado;2023-06-06;10-06-23;10/06/2023;3
WO0000004139253;113;GRUPO ELECTROGENO;REVISAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2023-06-06;01-07-23;01/07/2023;3
WO0000004139496;31;CAJA / TAPA DE PASO;REVISAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2023-06-06;17-06-23;17/06/2023;3
WO0000004139731;171;PISOS;RESANAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2023-06-06;01-07-23;01/07/2023;3
WO0000004139922;221;SILLAS;REPARAR;CAÑETE - 255000;Zona Norte;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004139936;231;STICKER;REPONER;MALL AVENTURA PLAZA AREQUIPA - 215011;Zona Norte;Web HD;Cerrado;2023-06-06;10-06-23;10/06/2023;3
WO0000004140008;249;TOMACORRIENTES;REVISAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2023-06-06;25-06-23;25/06/2023;3
WO0000004140019;64;CREDENZA;REPARAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004140035;232;TABLERO ELECTRICO;REVISAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2023-06-06;25-06-23;25/06/2023;3
WO0000004140040;108;FOCO FLOURESCENTES;CAMBIAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2023-06-06;25-06-23;25/06/2023;3
WO0000004140082;19;BANDERAS;INSTALAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2023-06-06;13-06-23;13/06/2023;3
WO0000004140148;154;OFICINA;FUMIGAR;PARURO - 191047;Zona Centro;Web HD;Cerrado;2023-06-06;05-07-23;05/07/2023;3
WO0000004140340;55;CONTACTO MAGNETICO;REPARAR;CHACLACAYO - 191074;Zona Centro;Web HD;Cerrado;2023-06-06;22-06-23;22/06/2023;3
WO0000004141125;122;INODORO TANQUE DE AGUA;REVISAR;NAYLAMP - 191143;Zona Centro;Web HD;Cerrado;2023-06-07;14-06-23;14/06/2023;3
WO0000004141221;108;FOCO FLOURESCENTES;CAMBIAR;NAYLAMP - 191143;Zona Centro;Web HD;Cerrado;2023-06-07;14-06-23;14/06/2023;3
WO0000004141245;34;CAJA FUERTE;APERTURAR;ANGELICA GAMARRA - 191057;Zona Centro;Web HD;Cerrado;2023-06-07;12-06-23;12/06/2023;3
WO0000004141269;57;CONTADOR DE MONEDAS;REPARAR;ZARATE - 191097;Zona Centro;Web HD;Cerrado;2023-06-07;11-06-23;11/06/2023;3
WO0000004141301;113;GRUPO ELECTROGENO;REVISAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2023-06-07;18-06-23;18/06/2023;3
WO0000004141304;108;FOCO FLOURESCENTES;CAMBIAR;ZARATE - 191097;Zona Centro;Web HD;Cerrado;2023-06-07;17-06-23;17/06/2023;3
WO0000004141311;30;CABLEADO;REVISAR;ZARATE - 191097;Zona Centro;Web HD;Cerrado;2023-06-07;17-06-23;17/06/2023;3
WO0000004141352;56;CONTADOR DE BILLETES;REPARAR;RAUL FERRERO - 193012;Zona Centro;Web HD;Rechazado;2023-06-07;07-06-23;;3
WO0000004141382;5;AIRE ACONDICIONADO;REGULAR;TOTTUS GUIPOR - 191147;Zona Centro;Web HD;Cerrado;2023-06-07;13-06-23;13/06/2023;3
WO0000004141498;136;LLAVE SHUNT;REPARAR;PLAZA SAN MARTIN - 191004;Zona Centro;Web HD;Rechazado;2023-06-07;07-06-23;;3
WO0000004141760;57;CONTADOR DE MONEDAS;REPARAR;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2023-06-07;10-06-23;10/06/2023;3
WO0000004142636;191;PUERTA/MAMPARA BISAGRA;REPARAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2023-06-07;25-06-23;25/06/2023;3
WO0000004142674;251;TUBERIA DE AGUA;REPARAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-07;14-06-23;14/06/2023;3
WO0000004142690;108;FOCO FLOURESCENTES;CAMBIAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-07;15-06-23;15/06/2023;3
WO0000004142781;29;CABLE VGA;REEMPLAZO;NAZCA - 440000;Zona Norte;Web HD;Cerrado;2023-06-07;24-06-23;24/06/2023;2
WO0000004142803;89;ESCALERA CINTA ANTIDESLIZANTE;REPONER;CONSTRUCTORES - 193005;Zona Centro;Web HD;Cerrado;2023-06-07;20-06-23;20/06/2023;3
WO0000004142888;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;PUNO - 495000;Zona Norte;Web HD;Cerrado;2023-06-07;22-06-23;22/06/2023;3
WO0000004143253;194;PUERTA/MAMPARA MANIJA;REPARAR;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2023-06-07;10-06-23;10/06/2023;3
WO0000004143353;123;INODOROS;REVISAR;LA MERCED (AREQUIPA) - 215003;Zona Norte;Web HD;Cerrado;2023-06-07;12-06-23;12/06/2023;3
WO0000004143354;221;SILLAS;REPARAR;MALA - 255002;Zona Norte;Web HD;Cerrado;2023-06-07;15-06-23;15/06/2023;3
WO0000004143375;42;CAJONERA  CERRADURA;REEMPLAZAR;LA RAMBLA BRASIL - 191166;Zona Centro;Web HD;Cerrado;2023-06-07;18-06-23;18/06/2023;3
WO0000004143626;108;FOCO FLOURESCENTES;CAMBIAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2023-06-07;14-06-23;14/06/2023;3
WO0000004143637;231;STICKER;REPONER;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2023-06-07;10-06-23;10/06/2023;3
WO0000004143756;56;CONTADOR DE BILLETES;REPARAR;SIGLO XX - 215015;Zona Norte;Web HD;Cerrado;2023-06-07;19-06-23;19/06/2023;3
WO0000004143870;42;CAJONERA  CERRADURA;DUPLICADO DE LLAVE;CENTRO CIVICO - 191105;Zona Centro;Web HD;Cerrado;2023-06-07;13-06-23;13/06/2023;3
WO0000004143872;41;CAJONERA;REPARAR;PISCO - 470000;Zona Norte;Web HD;Cerrado;2023-06-07;18-06-23;18/06/2023;3
WO0000004144106;139;LONCHERA CERRADURA;REEMPLAZAR;PUNTO BCP TOTTUS CAMPOY - 191169;Zona Centro;Web HD;Cerrado;2023-06-07;21-06-23;21/06/2023;3
WO0000004144124;219;SEPARADORES;REPARAR;PUNTO BCP TOTTUS CAMPOY - 191169;Zona Centro;Web HD;Cerrado;2023-06-07;28-06-23;28/06/2023;3
WO0000004144151;22;BOVEDA;APERTURAR;LA PAMPILLA - 192012;Zona Centro;Web HD;Cerrado;2023-06-07;11-06-23;11/06/2023;3
WO0000004144228;253;TV;REPARAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2023-06-07;22-06-23;22/06/2023;2
WO0000004144324;41;CAJONERA;REPARAR;TOTTUS GUIPOR - 191147;Zona Centro;Web HD;Cerrado;2023-06-07;13-06-23;13/06/2023;3
WO0000004144679;160;PANEL DE ALARMAS;REPARACION;INDEPENDENCIA (LIMA) - 191142;Zona Centro;NULL;Terminado;2023-06-08;11-06-23;;1
WO0000004144681;42;CAJONERA  CERRADURA;REEMPLAZAR;MESA REDONDA - 191069;Zona Centro;Web HD;Cerrado;2023-06-08;22-06-23;22/06/2023;3
WO0000004144691;160;PANEL DE ALARMAS;REPARACION;TOTTUS GUIPOR - 191147;Zona Centro;NULL;Terminado;2023-06-08;10-06-23;;1
WO0000004144697;160;PANEL DE ALARMAS;REPARACION;PUENTE PIEDRA - 191035;Zona Centro;NULL;Terminado;2023-06-08;10-06-23;10/06/2023;1
WO0000004144735;160;PANEL DE ALARMAS;REPARACION;VILLA SOL - 191059;Zona Centro;NULL;Terminado;2023-06-08;10-06-23;;1
WO0000004144769;160;PANEL DE ALARMAS;REPARACION;VILLA SOL - 191059;Zona Centro;NULL;Rechazado;2023-06-08;08-06-23;;1
WO0000004144781;160;PANEL DE ALARMAS;REPARACION;MALA - 255002;Zona Norte;NULL;Terminado;2023-06-08;13-06-23;;1
WO0000004144810;160;PANEL DE ALARMAS;REPARACION;DEL AIRE - 193064;Zona Centro;NULL;Terminado;2023-06-08;10-06-23;;1
WO0000004144814;160;PANEL DE ALARMAS;REPARACION;RAUL FERRERO - 193012;Zona Centro;NULL;Terminado;2023-06-08;10-06-23;;1
WO0000004144818;57;CONTADOR DE MONEDAS;REPARAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004144887;163;PARED;PINTAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2023-06-08;15-07-23;15/07/2023;3
WO0000004144896;56;CONTADOR DE BILLETES;REPARAR;BARRIO CHINO - 191165;Zona Centro;Web HD;Cerrado;2023-06-08;11-06-23;11/06/2023;3
WO0000004144916;69;DETECTOR DE BILLETES;REPARAR;NICOLAS AYLLON - 191027;Zona Centro;Web HD;Cerrado;2023-06-08;24-06-23;24/06/2023;3
WO0000004144937;56;CONTADOR DE BILLETES;REPARAR;LAS MALVINAS - 191076;Zona Centro;Web HD;Cerrado;2023-06-08;25-06-23;25/06/2023;3
WO0000004144964;57;CONTADOR DE MONEDAS;REPARAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Cerrado;2023-06-08;14-06-23;14/06/2023;3
WO0000004145006;56;CONTADOR DE BILLETES;REPARAR;LAS MALVINAS - 191076;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004145068;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004145078;107;FOCO DICROICOS;CAMBIAR;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2023-06-08;22-06-23;22/06/2023;3
WO0000004145087;69;DETECTOR DE BILLETES;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2023-06-08;27-06-23;27/06/2023;3
WO0000004145095;56;CONTADOR DE BILLETES;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2023-06-08;13-06-23;13/06/2023;3
WO0000004145097;56;CONTADOR DE BILLETES;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Rechazado;2023-06-08;08-06-23;;3
WO0000004145168;253;TV;REPARAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Rechazado;2023-06-08;18-06-23;;2
WO0000004145181;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004145183;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004145185;111;GRIFERIA;REVISAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2023-06-08;10-06-23;10/06/2023;3
WO0000004145187;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004145211;56;CONTADOR DE BILLETES;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2023-06-08;24-06-23;24/06/2023;3
WO0000004145214;56;CONTADOR DE BILLETES;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Rechazado;2023-06-08;12-06-23;;3
WO0000004145216;252;TUBERIA DE DESAGUE;REPARAR;LOS RUISEÑORES - 191115;Zona Centro;Web HD;Cerrado;2023-06-08;12-06-23;12/06/2023;3
WO0000004145242;42;CAJONERA  CERRADURA;REEMPLAZAR;PUERTO MALDONADO - 485000;Zona Norte;Web HD;Cerrado;2023-06-08;21-06-23;21/06/2023;3
WO0000004145243;189;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;PUERTO MALDONADO - 485000;Zona Norte;Web HD;Rechazado;2023-06-08;15-06-23;;3
WO0000004145259;219;SEPARADORES;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-06-08;25-06-23;25/06/2023;3
WO0000004145320;189;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;PUERTO MALDONADO - 485000;Zona Norte;Web HD;Cerrado;2023-06-08;21-06-23;21/06/2023;3
WO0000004145331;108;FOCO FLOURESCENTES;CAMBIAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-06-08;28-06-23;28/06/2023;3
WO0000004145332;250;TOTEM;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-06-08;21-06-23;21/06/2023;3
WO0000004145333;240;TECHO /BALDOSAS;CAMBIAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-06-08;03-07-23;03/07/2023;3
WO0000004145334;237;TACHO;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-06-08;17-06-23;17/06/2023;3
WO0000004145343;227;SISTEMA DE VIDEO;REPARACION;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-06-08;14-06-23;14/06/2023;2
WO0000004145555;160;PANEL DE ALARMAS;REPARACION;MALA - 255002;Zona Norte;NULL;Terminado;2023-06-10;10-06-23;;1
WO0000004145688;160;PANEL DE ALARMAS;REPARACION;BELAUNDE - 191018;Zona Centro;NULL;Terminado;2023-06-10;11-06-23;;1
WO0000004145753;160;PANEL DE ALARMAS;REPARACION;ILO - 385000;Zona Norte;NULL;Terminado;2023-06-10;10-06-23;;1
WO0000004145768;160;PANEL DE ALARMAS;REPARACION;URUBAMBA - 285009;Zona Norte;NULL;Terminado;2023-06-10;10-06-23;;1
WO0000004145772;160;PANEL DE ALARMAS;REPARACION;MALL AVENTURA PLAZA AREQUIPA - 215011;Zona Norte;NULL;Rechazado;2023-06-10;10-06-23;;1
WO0000004145787;160;PANEL DE ALARMAS;REPARACION;SAN MARCOS - 192081;Zona Centro;NULL;Rechazado;2023-06-10;20-06-23;;1
WO0000004145816;251;TUBERIA DE AGUA;REPARAR;MONEY AND TOURIST SERVICE - 285007;Zona Norte;Web HD;Cerrado;2023-06-10;12-06-23;12/06/2023;3
WO0000004145828;160;PANEL DE ALARMAS;REPARACION;PRIMAX MELGAREJO - 193084;Zona Centro;NULL;Terminado;2023-06-10;11-06-23;;1
